customer_id,first_name,middle_name,last_name,email,phone,date_of_birth,gender,nationality,address,city,country,signup_date,active_flag
CUS0020972,Daniel,,Lopez,daniellopez@mail.com,+18483740404,1967-09-08,Male,United States,9616 Church St,Cairo,United States,2022-03-11,True
CUS0020973,Ahmed,Samuel,Chen,ahmed.chen@outlook.com,+10467120364,1999-03-21,Female,United States,7101 Main St,Istanbul,United States,2021-07-15,True
CUS0020974,Charles,,Kumar,charles_kumar@gmail.com,035-145-1412,1990-05-21,Female,United Kingdom,5740 Elm St,Istanbul,United Kingdom,2022-05-08,True
CUS0020975,Priya,Karen,Martin,priyamartin264@outlook.com,+12214130231,1949-02-24,Male,Italy,8580 River Rd,Calgary,Italy,2023-07-12,True
CUS0020976,Sarah,Alexander,Lee,sarah_lee832@gmail.com,(097) 785-2917,1968-03-12,Female,United States,1113 2nd St,Tel Aviv,United States,2019-07-03,True
CUS0020977,Paul,William,Adams,paul_adams790@yahoo.com,(395) 481-0750,1985-09-29,Male,United States,2153 Church St,Hanoi,United States,2024-01-05,True
CUS0020978,Gregory,Helen,Lewis,gregory_lewis636@outlook.com,053-087-0920,1983-03-15,Male,United States,5949 Maple Dr,Manchester,United States,2021-02-17,True
CUS0020979,Ana,Robert,Davis,ana_davis376@mail.com,(962) 053-9157,1953-09-03,Female,France,1712 Sunset Blvd,Miami,France,2025-04-20,True
CUS0020980,Frank,,Wright,frankwright@aol.com,(215) 047-9426,1998-04-04,Female,Netherlands,3602 Church St,Chicago,Netherlands,2023-09-03,True
CUS0020981,Michelle,Deborah,Ivanov,michelle.ivanov@aol.com,222-662-8591,1977-05-20,Male,United States,6251 Oak Ave,St. Petersburg,United States,2025-01-20,True
CUS0020982,EMILY,,Wright,emilywright@mail.com,(508) 727-5409,1979-01-20,Female,Spain,7454 Elm St,Las Vegas,Spain,2026-03-27,True
CUS0020983,Pamela,,Muller,pamelamuller615@aol.com,805-775-5556,1994-01-29,Female,United Kingdom,4170 2nd St,Frankfurt,United Kingdom,2025-11-13,True
CUS0020984,Rebecca,,Silva,rebecca_silva508@aol.com,(250) 324-7616,2000-01-30,Male,United States,3774 Elm St,Reykjavik,United States,2022-01-07,True
CUS0020985,Matthew,,Campbell,matthew_campbell@yahoo.com,6943938931,1953-09-28,Male,Argentina,4217 Park Rd,Delhi,Argentina,2023-10-07,True
CUS0020986,Pamela,Elena,patel,pamela_patel@outlook.com,369-747-2246,1972-04-14,Male,Denmark,7719 Oak Ave,Bogota,Denmark,2015-07-25,True
CUS0020987,Edward,Laura,Garcia,elenamitchell929@yahoo.com,(831) 065-6669,1955-02-17,Female,Netherlands,5275 Lake Dr,Shanghai,Netherlands,2022-01-02,False
CUS0020988,Dmitri,,Novak,dmitri.novak@outlook.com,+19573932375,1974-06-28,Female,Australia,6344 1st Ave,Orlando,Australia,2025-03-15,False
CUS0020989,Patricia,Stephen,Gonzalez,john_taylor173@outlook.com,+16967002855,1965-04-28,Male,Sri Lanka,7277 Park Rd,Tel Aviv,Sri Lanka,2025-12-11,True
CUS0020990,Rachel,,Rossi,rachelrossi@outlook.com,304-065-8524,1997-12-09,Female,Germany,7780 Sunset Blvd,London,Germany,2025-01-10,True
CUS0020991,Catherine,,rossi,catherine_rossi@outlook.com,(802) 828-4592,1958-01-28,Female,Croatia,3603 Lake Dr,Rio de Janeiro,Croatia,2020-02-16,True
CUS0020992,Dennis,Mary,Choi,dennis_choi828@mail.com,5719748469,2007-04-13,Female,China,2311 2nd St,Cairo,China,2018-02-02,True
CUS0020993,Frank,Carol,Clark,frankclark@aol.com,615-192-5350,2000-06-22,Male,New Zealand,88 2nd St,Paris,New Zealand,2015-07-23,True
CUS0020994,DMITRI,,  Ramirez  ,dmitri.ramirez186@aol.com,1070583050,1994-06-27,Female,United States,5444 Church St,Birmingham,United States,2026-01-31,False
CUS0020995,Emily,,Martin,emily.martin992@aol.com,(110) 091-6437,1991-04-06,Male,United States,2997 Main St,Karachi,United States,2016-03-16,True
CUS0020996,Amanda,,Campbell,amandacampbell@aol.com,+15646983850,1968-12-04,Female,Germany,7230 Lake Dr,Melbourne,Germany,2025-08-20,True
CUS0020997,Sofia,,Taylor,sofia_taylor@mail.com,(129) 785-2200,1976-11-18,Female,United States,6002 2nd St,Orlando,United States,2023-06-20,True
CUS0020998,William,,Kowalski,william_kowalski163@aol.com,054-126-7069,1998-01-31,Female,Spain,3785 2nd St,Cairo,Spain,2015-09-23,True
CUS0020999,HEATHER,Justin,Wang,heatherwang394@yahoo.com,382-035-3836,1979-03-16,Female,Netherlands,819 2nd St,Portland,Netherlands,2015-08-08,True
CUS0021000,Rachel,,Andersson,rachelandersson@aol.com,535-152-8629,1966-11-16,Female,Germany,2687 2nd St,Sydney,Germany,2023-10-30,True
CUS0021001,Stephen,Ryan,Hill,stephen_hill@gmail.com,288-283-4540,1953-09-24,Male,United States,4963 River Rd,Milan,United States,2026-06-09,True
CUS0021002,Joseph,Joseph,Costa,joseph_costa272@yahoo.com,252-325-9415,1994-08-19,Female,Qatar,2972 Oak Ave,Mumbai,Qatar,2020-01-12,False
CUS0021003,Brenda,Frank,Rodriguez,brenda.rodriguez736@outlook.com,(691) 420-8536,1960-11-15,Female,United States,2482 River Rd,Dhaka,United States,2020-04-04,True
CUS0021004,Edward,,Wright,edward_wright940@mail.com,444-433-6547,1990-07-24,Female,United States,4146 2nd St,Paris,United States,2025-02-26,True
CUS0021005,David,John,Roberts,davidroberts255@gmail.com,(267) 570-3891,1963-09-30,Female,Belgium,7831 River Rd,Philadelphia,Belgium,2020-10-29,True
CUS0021006,Raymond,Laura,Hill,raymond.hill817@aol.com,976-178-2531,1956-03-27,Male,Russia,6047 2nd St,Doha,Russia,2025-04-05,True
CUS0021007,MARIA,,Muller,maria.muller@yahoo.com,537-988-4291,2004-08-10,Male,Egypt,9472 Main St,Nairobi,Egypt,2025-09-10,True
CUS0021008,  Angela  ,Christopher,miller,angela_miller303@outlook.com,+13818262987,1998-01-25,Male,Vietnam,7887 Sunset Blvd,Buenos Aires,Vietnam,2022-09-13,True
CUS0021009,Karen,Jack,Costa,karencosta@yahoo.com,+19146131042,1999-11-17,Male,Netherlands,9183 Park Rd,San Francisco,Netherlands,2021-01-10,True
CUS0021010,Brian,Catherine,Wilson,brian_wilson@mail.com,+18555648352,2007-04-12,Female,United States,4552 Park Rd,Chennai,United States,2017-11-24,True
CUS0021011,Nicholas,Amanda,Hernandez,nicholas_hernandez@outlook.com,9683851710,2000-03-20,Female,Philippines,4640 Church St,Lima,Philippines,2023-01-21,True
CUS0021012,KATHLEEN,,Scott,kathleen_scott@aol.com,(271) 955-7741,1970-01-22,Female,United Kingdom,1183 Maple Dr,San Francisco,United Kingdom,2020-07-08,True
CUS0021013,Stephen,Elizabeth,Silva,stephen_silva82@aol.com,(095) 761-2225,1957-08-05,Other,Colombia,8331 Sunset Blvd,Berlin,Colombia,2026-03-30,True
CUS0021014,Sandra,Kathleen,Harris,sandra_harris289@mail.com,(837) 007-8026,1990-08-16,Male,United States,8924 Lake Dr,Mexico City,United States,2024-10-09,False
CUS0021015,Catherine,,Johansson,catherine_johansson@aol.com,+17121552020,1986-12-18,Male,Jordan,7829 River Rd,Shanghai,Jordan,2024-12-10,True
CUS0021016,William,,Martin,williammartin@mail.com,5801987846,1971-05-16,Male,France,3141 Lake Dr,Oslo,France,2025-03-28,True
CUS0021017,Sven,Sven,Silva,svensilva995@mail.com,076-238-5772,1959-01-19,Female,Netherlands,8964 Church St,Birmingham,Netherlands,2024-09-01,True
CUS0021018,Deborah,,Lopez,deborah_lopez@mail.com,+16898927440,1989-03-21,Female,Jordan,7230 Maple Dr,Lisbon,Jordan,2023-07-07,True
CUS0021019,Heather,,Kumar,heather_kumar@gmail.com,354-617-4647,2003-03-18,Male,United Kingdom,867 Lake Dr,Vancouver,United Kingdom,2025-05-18,False
CUS0021020,Michael,Stephanie,Schmidt,michael.schmidt981@mail.com,(087) 623-1496,1979-02-16,Female,Kenya,5371 Highland Ave,Las Vegas,Kenya,2015-06-11,True
CUS0021021,Benjamin,,Rodriguez,benjaminrodriguez@gmail.com,189-394-7788,1974-04-13,Female,China,9557 Sunset Blvd,Ho Chi Minh City,China,2016-08-26,True
CUS0021022,Dmitri,Gary,Costa,dmitri.costa@mail.com,868-977-8912,1968-12-25,Male,Germany,7362 1st Ave,London,Germany,2021-05-17,True
CUS0021023,Ana,Michelle,roberts,ana.roberts@gmail.com,(405) 502-3376,1954-07-07,Female,Philippines,8175 Elm St,Abu Dhabi,Philippines,2021-05-19,True
CUS0021024,rebecca,,  Flores  ,rebecca.flores@mail.com,5497956998,1956-08-07,Female,Austria,1699 Church St,Boston,Austria,2020-02-04,True
CUS0021025,Brian,Carlos,Yamamoto,brian_yamamoto@mail.com,8199371519,2001-07-13,Female,United Kingdom,2899 Lake Dr,Mumbai,United Kingdom,2019-03-07,True
CUS0021026,Fatima,,Johansson,fatima_johansson798@yahoo.com,+12374765351,1950-06-19,Male,South Africa,2611 Park Rd,Manila,South Africa,2016-12-19,True
CUS0021027,Scott,,Robinson,scottrobinson335@mail.com,(517) 319-6572,1965-06-23,Other,Norway,6464 Lake Dr,Berlin,Norway,2018-04-07,True
CUS0021028,Carlos,,  Park  ,carlospark701@aol.com,+17649666880,2006-06-21,Other,Russia,2614 Maple Dr,Karachi,Russia,2025-09-10,True
CUS0021029,Mark,,Suzuki,mark.suzuki@mail.com,628-279-1199,1965-04-23,Female,Brazil,1372 Highland Ave,Milan,Brazil,2019-01-09,True
CUS0021030,Rebecca,Kimberly,Gonzalez,rebecca_gonzalez@yahoo.com,(814) 424-2476,1986-04-24,Female,Israel,7305 River Rd,Orlando,Israel,2023-06-08,True
CUS0021031,EMILY,Brenda,Kim,emilykim@outlook.com,374-668-3425,1985-07-09,Male,India,7662 Lake Dr,Tokyo,India,2021-09-01,True
CUS0021032, Ronald,,Johansson,ronald_johansson2@yahoo.com,5377351502,1979-07-25,Female,Canada,9420 2nd St,Bogota,Canada,2017-04-11,True
CUS0021033,Hiro,Nicole,Hernandez,hirohernandez25@gmail.com,4024665794,1992-12-30,Male,Kenya,5026 River Rd,Nice,Kenya,2018-07-07,True
CUS0021034,Mohammed,,Williams,mohammed_williams@gmail.com,2127918592,1964-07-14,Female,Vietnam,7243 Church St,Calgary,Vietnam,2015-11-04,True
CUS0021035,Anna,,Schmidt,annaschmidt@outlook.com,885-718-9389,1966-08-28,Male,United States,9348 Maple Dr,Tel Aviv,United States,2015-10-15,True
CUS0021036,Robert,,Martinez,robert.martinez704@mail.com,760-585-2630,1986-01-15,Female,Greece,7602 Highland Ave,Budapest,Greece,2021-06-18,True
CUS0021037,Rebecca,Andrew,Sanchez,rebecca_sanchez423@mail.com,847-838-2405,1966-02-12,Prefer not to say,Poland,2494 Main St,Portland,Poland,2019-04-19,True
CUS0021038,Ryan,Barbara,Allen,ryan.allen@outlook.com,+10817201328,1970-01-14,Female,Thailand,172 River Rd,Buenos Aires,Thailand,2026-04-16,True
CUS0021039,Christine,,Novak,christine_novak541@mail.com,(304) 850-4392,1994-11-21,Male,Greece,6740 Oak Ave,Hong Kong,Greece,2015-10-30,True
CUS0021040,Steven,,Wang,steven_wang@gmail.com,+11345339507,1951-11-07,Female,Tunisia,306 Highland Ave,Doha,Tunisia,2022-01-07,True
CUS0021041,Helen,,Thompson,joshua_diaz496@mail.com,+14480125868,1962-12-09,Male,Canada,6740 Elm St,Dallas,Canada,2018-10-25,True
CUS0021042,Alexander,Michael,Flores,alexanderflores@yahoo.com,076-742-6288,1974-08-12,Female,Jordan,1098 River Rd,Barcelona,Jordan,2022-11-07,True
CUS0021043,Jonathan,,Nguyen,jonathan.nguyen@outlook.com,(637) 299-1193,1948-01-10,Prefer not to say,Spain,2260 Church St,Colombo,Spain,2021-02-02,True
CUS0021044,Priya,Carolyn,Taylor,priya_taylor@gmail.com,(484) 535-1183,1982-05-31,Male,United States,2034 1st Ave,Melbourne,United States,2017-12-01,True
CUS0021045,Donald,Daniel,TORRES,donald.torres822@aol.com,(367) 583-1434,1978-04-28,Male,India,5426 River Rd,Las Vegas,India,2023-07-25,False
CUS0021046,Justin,Joshua,Kim,justinkim@gmail.com,680-456-2881,1956-03-17,Female,Spain,6750 Lake Dr,Edinburgh,Spain,2020-02-16,False
CUS0021047,Jason,,Hernandez,jason.hernandez587@yahoo.com,+18833308569,1987-04-03,Male,Philippines,7457 Main St,Berlin,Philippines,2019-05-17,True
CUS0021048,Timothy,Ana,Tanaka,timothy.tanaka627@mail.com,7784745656,1959-11-16,Male,United States,2446 2nd St,Hong Kong,United States,2018-06-16,True
CUS0021049,Ronald,,Singh,ronaldsingh165@outlook.com,373-834-3076,1981-01-19,Female,Vietnam,9280 Oak Ave,Johannesburg,Vietnam,2016-07-12,True
CUS0021050,Eric,,Silva,eric.silva@mail.com,3804451332,2003-09-14,Male,Canada,5505 Main St,Bangkok,Canada,2025-11-30,True
CUS0021051, Kathleen,,adams,kathleen.adams802@outlook.com,326-028-8189,1981-11-04,Male,United States,5776 Main St,London,United States,2016-07-26,True
CUS0021052,Jonathan,,White,jonathan_white@aol.com,114-570-8906,1966-09-06,Male,France,6529 Highland Ave,Lisbon,France,2025-03-14,True
CUS0021053,  Ana  ,,Ali,ana.ali688@outlook.com,712-445-4397,1989-07-17,Male,China,3228 Church St,Dallas,China,2024-05-01,True
CUS0021054,Scott,,Yamamoto,scott.yamamoto246@aol.com,2193194956,1987-08-14,Female,Italy,4703 Lake Dr,Beijing,Italy,2024-04-27,True
CUS0021055,Shirley,Paul,Wilson,shirley_wilson@gmail.com,(614) 404-3203,1947-02-15,Female,Romania,3321 Church St,Dhaka,Romania,2020-12-17,True
CUS0021056,Liam,Jeffrey,Walker,liam.walker@yahoo.com,+10101138227,1995-12-18,Prefer not to say,Germany,2412 Church St,Cairo,Germany,2023-12-22,False
CUS0021057,Mark,,Choi,markchoi723@gmail.com,+13593705342,1984-07-13,Prefer not to say,Morocco,3165 Sunset Blvd,Buenos Aires,Morocco,2015-01-01,True
CUS0021058,Sandra,,Watanabe,sandra_watanabe578@outlook.com,5228361059,1978-05-22,Female,United States,241 1st Ave,Auckland,United States,2025-01-23,True
CUS0021059,Susan,,Tanaka,susantanaka@aol.com,(657) 638-0697,2003-01-21,Male,Spain,3540 Oak Ave,Colombo,Spain,2022-05-03,True
CUS0021060,Matthew,Jessica,Rodriguez,matthew.rodriguez@gmail.com,+17001432122,1966-09-15,Male,Canada,7922 Church St,Los Angeles,Canada,2021-12-07,False
CUS0021061,Elizabeth,,Hernandez,elizabeth_hernandez@aol.com,+10012160594,1960-08-25,Female,Finland,3249 Elm St,San Diego,Finland,2015-02-07,False
CUS0021062,Daniel,,Choi,daniel_choi122@gmail.com,(721) 633-9609,1997-07-26,Male,India,8585 Highland Ave,Riyadh,India,2019-10-23,True
CUS0021063,Brandon,Scott,Tanaka,brandon_tanaka@yahoo.com,+19737362044,1946-01-08,Male,India,6403 Oak Ave,Johannesburg,India,2015-09-21,True
CUS0021064,Katherine,Jessica,Ramirez,katherine_ramirez461@outlook.com,960-663-0694,1992-03-03,Male,United States,7589 Oak Ave,Birmingham,United States,2018-01-15,True
CUS0021065,Nicole,Brian,Harris,nicoleharris897@aol.com,4108886307,2004-06-11,Other,Egypt,7049 Elm St,Ottawa,Egypt,2020-12-11,True
CUS0021066,Olga,, Scott,olgascott@aol.com,(436) 143-4523,1957-03-29,Male,Brazil,5812 Elm St,Hamburg,Brazil,2022-09-08,False
CUS0021067,Chen,Gary,SMITH,chensmith200@gmail.com,(905) 434-8010,1957-10-04,Female,China,5188 River Rd,Berlin,China,2025-04-01,True
CUS0021068,Donna,Michelle,Kowalski,donnakowalski@aol.com,046-199-4128,1992-03-10,Female,Vietnam,8476 River Rd,Cologne,Vietnam,2025-04-01,False
CUS0021069,Daniel,Jack,Suzuki,danielsuzuki@outlook.com,614-038-3369,1977-05-15,Male,India,1863 Park Rd,Orlando,India,2016-10-02,True
CUS0021070,Ronald,Samantha,Kumar,ronaldkumar949@mail.com,144-611-7703,1991-07-11,Female,India,8514 Sunset Blvd,Buenos Aires,India,2022-01-15,True
CUS0021071,NOAH,Eric,Anderson,noahanderson@aol.com,846-393-8842,1948-12-29,Male,Sweden,9673 Maple Dr,Rio de Janeiro,Sweden,2024-02-14,True
CUS0021072,Elena,Sharon,Hall,elena.hall539@aol.com,711-407-2207,1974-12-29,Female,Portugal,756 Sunset Blvd,Rio de Janeiro,Portugal,2017-01-29,True
CUS0021073,Matthew,,  King  ,matthew_king@outlook.com,477-635-2748,1988-03-04,Female,United Kingdom,4535 Church St,St. Petersburg,United Kingdom,2015-12-05,True
CUS0021074,Sarah,,Singh,sarah.singh727@yahoo.com,(404) 810-7296,1992-10-30,Other,Spain,136 Lake Dr,Santiago,Spain,2023-05-01,True
CUS0021075,Raymond,,Jones,raymond_jones@outlook.com,(059) 919-9112,1975-03-05,Male,Czech Republic,6329 Maple Dr,Atlanta,Czech Republic,2020-10-05,True
CUS0021076,FATIMA,,Adams,fatimaadams592@mail.com,106-489-7172,1987-01-18,Male,Canada,8463 Lake Dr,Ottawa,Canada,2025-05-19,False
CUS0021077,Carlos,Catherine,Costa,carlos.costa@yahoo.com,(660) 405-5905,1957-04-27,Male,United States,8120 1st Ave,Rio de Janeiro,United States,2021-12-19,True
CUS0021078,Ana,Helen,Williams,ana.williams@aol.com,8202133226,1961-04-27,Female,China,6241 Church St,Portland,China,2017-09-17,True
CUS0021079,Dorothy,,Oliveira,dorothy.oliveira@aol.com,2010633065,1988-04-24,Female,Croatia,5194 Maple Dr,Riyadh,Croatia,2019-03-20,True
CUS0021080,Catherine,,  Nguyen  ,catherine_nguyen@mail.com,(939) 448-9190,1993-02-14,Male,Netherlands,5307 Park Rd,Birmingham,Netherlands,2021-09-10,True
CUS0021081,Benjamin,Paul,Brown,benjamin_brown@yahoo.com,(727) 694-4774,1950-01-29,Prefer not to say,New Zealand,4857 Sunset Blvd,San Francisco,New Zealand,2024-03-13,True
CUS0021082,Kenneth,Brenda,Carter,kenneth.carter@aol.com,9682052045,1995-04-21,Female,United States,8606 Lake Dr,Tunis,United States,2024-02-16,True
CUS0021083,Mary,Larry,Singh,mary.singh@aol.com,880-830-0338,1997-09-06,Male,United Kingdom,1715 Park Rd,Las Vegas,United Kingdom,2024-08-03,True
CUS0021084,Brandon,,Hernandez,brandonhernandez989@yahoo.com,549-821-8575,1961-04-16,Male,Jordan,5953 Sunset Blvd,Tel Aviv,Jordan,2023-11-21,True
CUS0021085,Carol,Andrew,Hill,carol.hill53@outlook.com,496-749-5970,1974-11-03,Female,Canada,2566 Park Rd,Tokyo,Canada,2025-03-13,True
CUS0021086,Paul,,Jackson,pauljackson444@gmail.com,6134609622,1965-04-23,Male,Canada,6572 Sunset Blvd,Ho Chi Minh City,Canada,2022-02-20,True
CUS0021087,Mary,,Park,marypark@gmail.com,1178692064,1995-11-30,Male,Japan,4814 Main St,Helsinki,Japan,2020-08-08,True
CUS0021088,Joseph,,Jackson,joseph_jackson@mail.com,+10955421236,1990-09-28,Female,Canada,9600 Lake Dr,Frankfurt,Canada,2025-12-20,True
CUS0021089,Daniel,,Martinez,danielmartinez@yahoo.com,+16384922367,1972-08-14,Male,Saudi Arabia,9731 River Rd,Cologne,Saudi Arabia,2022-08-13,True
CUS0021090,Richard,,Baker,richardbaker889@aol.com,+17174140294,1978-05-19,Male,Norway,5272 Lake Dr,Athens,Norway,2020-08-05,True
CUS0021091,Diego,,YAMAMOTO,diego.yamamoto@outlook.com,(317) 161-7853,1996-08-25,Female,India,4657 Oak Ave,Boston,India,2019-06-29,True
CUS0021092,Mary,,Jackson,mary.jackson714@yahoo.com,(739) 121-0696,1958-01-06,Female,Kenya,9353 1st Ave,Bucharest,Kenya,2017-12-29,True
CUS0021093,George,,Watanabe,georgewatanabe841@outlook.com,948-304-5501,1949-01-15,Male,Germany,6343 Main St,Tokyo,Germany,2021-01-10,True
CUS0021094,Dmitri,,Jackson,dmitri.jackson@aol.com,8330868314,2001-02-07,Prefer not to say,Germany,66 2nd St,Houston,Germany,2024-02-20,True
CUS0021095,Joseph,,Park,josephpark@gmail.com,0377420848,1962-08-10,Male,us,232 Lake Dr,Portland,United States,2023-05-13,True
CUS0021096,Brandon,Kathleen,Wright,brandon_wright146@yahoo.com,9533106537,2001-01-30,Female,Tunisia,1166 Maple Dr,Jakarta,Tunisia,2015-12-08,True
CUS0021097,DONALD,,Allen,donald_allen@outlook.com,1876440274,1986-01-27,Female,United States,4763 Park Rd,Vienna,United States,2018-08-28,True
CUS0021098,Joshua,,Silva,joshua_silva687@gmail.com,+12700504115,1959-11-14,Female,Sri Lanka,2185 Lake Dr,Barcelona,Sri Lanka,2025-09-29,True
CUS0021099,Rebecca,,Flores,rebeccaflores21@outlook.com,+14676726163,1950-10-29,Female,Colombia,9198 Highland Ave,Lisbon,Colombia,2025-08-19,True
CUS0021100,Helen,Eric,Thompson,helen_thompson@yahoo.com,(049) 553-9240,2007-12-23,Female,United States,8236 Park Rd,Dublin,United States,2017-09-06,True
CUS0021101,Carolyn,Chen,Walker,carolyn_walker441@yahoo.com,(110) 481-0564,1972-10-04,Female,Morocco,2188 1st Ave,Bogota,Morocco,2025-08-26,True
CUS0021102,Justin,Noah,Lee,justin_lee618@aol.com,7248621069,1986-04-03,Female,India,5469 Sunset Blvd,Lyon,India,2020-05-12,True
CUS0021103,John,Daniel,Scott,john.scott@yahoo.com,+13076711304,1988-03-07,Male,Brazil,8330 Elm St,Tunis,Brazil,2022-10-16,True
CUS0021104,Nancy,,Green,nancy.green780@outlook.com,2767150627,1971-01-05,Female,United Kingdom,4859 Elm St,Warsaw,United Kingdom,2023-10-26,True
CUS0021105,Pamela,,Singh,pamelasingh@mail.com,+13390151299,1992-02-24,Other,Italy,1710 Park Rd,Beijing,Italy,2020-12-11,False
CUS0021106,Paul,Nicholas,Lewis,paul_lewis@gmail.com,+15156424771,1955-03-18,Prefer not to say,Norway,1103 Lake Dr,Chicago,Norway,2022-10-07,True
CUS0021107,Linda,Dorothy,Perez,lindaperez@outlook.com,(467) 436-5389,2005-03-22,Other,China,7935 River Rd,Lima,China,2026-01-03,True
CUS0021108,SHIRLEY,Ivan,Fernandez,shirley_fernandez@outlook.com,(041) 568-6129,2006-01-06,Female,Canada,3530 River Rd,Tokyo,Canada,2026-03-06,True
CUS0021109,Joshua,Raymond,Andersson,joshua.andersson@yahoo.com,9207031610,1946-04-15,Male,Portugal,1734 Oak Ave,Calgary,Portugal,2018-07-02,True
CUS0021110,Priya,,Costa,priyacosta964@mail.com,+13542693613,1978-02-27,Male,us,4403 River Rd,Shanghai,United States,2024-09-20,True
CUS0021111,Ahmed,James,Lewis,ahmed.lewis@aol.com,3896131569,1974-07-08,Other,Russia,6608 Lake Dr,Chicago,Russia,2017-02-18,True
CUS0021112,Jessica,Patricia,Young,jessica_young544@aol.com,+18546882838,1997-06-26,Male,Spain,7597 Lake Dr,Singapore,Spain,2020-12-13,True
CUS0021113,Janet,Jonathan,Singh,janetsingh399@gmail.com,(621) 537-2043,1997-05-09,Female,France,4155 Sunset Blvd,Johannesburg,France,2015-06-13,True
CUS0021114,Yuki,,Martinez,yuki_martinez@gmail.com,+15233106732,1974-01-20,Female,Poland,4750 Oak Ave,Copenhagen,Poland,2019-07-06,True
CUS0021115,Scott,Priya,Pereira,scottpereira983@yahoo.com,7821620817,1990-07-01,Female,United States,984 Oak Ave,Phoenix,United States,2019-09-05,True
CUS0021116,Brenda,,Moore,brenda_moore@outlook.com,(501) 976-2219,1948-10-15,Other,Japan,794 Maple Dr,Munich,Japan,2019-03-25,True
CUS0021117,Sharon,Ahmed,Jackson,sharon_jackson@yahoo.com,135-625-8645,1980-09-02,Male,United States,5120 1st Ave,Johannesburg,United States,2017-09-21,True
CUS0021118,Ryan,Benjamin,Dubois,ryandubois@mail.com,+16225270451,1993-05-23,Male,United States,8905 1st Ave,Lyon,United States,2019-07-26,True
CUS0021119,Elizabeth,Elena,Thompson,elizabeththompson801@mail.com,1525041219,1997-01-11,Male,United States,8854 Lake Dr,Tel Aviv,United States,2015-02-21,True
CUS0021120,Sarah,,Torres,sarah_torres900@yahoo.com,6551664305,1955-01-06,Female,Italy,620 2nd St,Calgary,Italy,2016-11-21,True
CUS0021121,Samuel,Steven,Santos,samuelsantos78@outlook.com,(693) 611-3886,1982-09-13,Male,China,5626 Church St,New York,China,2021-08-16,False
CUS0021122,Shirley,,Thomas,shirleythomas411@aol.com,+13058175753,1961-06-03,Male,Australia,5860 1st Ave,Milan,Australia,2016-07-11,True
CUS0021123,Christopher,Debra,Rodriguez,christopherrodriguez@aol.com,+15578601408,2002-03-07,Male,Greece,4896 Maple Dr,Santiago,Greece,2015-02-12,True
CUS0021124,Kevin,,Roberts,kevin.roberts704@aol.com,7219751817,2007-09-11,Male,Canada,4907 Maple Dr,Sao Paulo,Canada,2022-05-02,True
CUS0021125,Nicole,,Williams,nicole_williams249@gmail.com,830-811-1609,1950-01-03,Female,South Korea,1128 Highland Ave,Amman,South Korea,2026-01-26,True
CUS0021126,Daniel,,Patel,danielpatel@gmail.com,2092138799,2003-02-14,Female,Morocco,4438 Lake Dr,Doha,Morocco,2022-11-06,True
CUS0021127, Margaret,Matthew,Martin,margaretmartin399@gmail.com,+15871965220,1959-06-14,Female,Turkey,4676 Maple Dr,Sao Paulo,Turkey,2025-02-19,True
CUS0021128,Fatima,,Clark,fatima.clark21@aol.com,2185631213,1966-11-21,Male,United States,7286 Sunset Blvd,Ottawa,United States,2018-12-14,True
CUS0021129,Jason,Kimberly,Young,jason_young@outlook.com,(855) 771-4451,1974-12-19,Female,Croatia,7044 Church St,Prague,Croatia,2015-05-01,True
CUS0021130,Sharon,Matthew,Lopez,sharon_lopez736@outlook.com,110-932-2054,1948-06-04,Male,Indonesia,5855 Sunset Blvd,Bogota,Indonesia,2018-05-22,False
CUS0021131,William,,Yamamoto,williamyamamoto489@outlook.com,0813933829,1972-07-15,Male,India,6078 Elm St,Jakarta,India,2017-02-26,True
CUS0021132,Elizabeth,,RIVERA,elizabethrivera323@yahoo.com,(722) 036-6486,1953-07-20,Male,Spain,4733 Highland Ave,Stockholm,Spain,2019-08-07,True
CUS0021133,Nicole,,Lewis,nicole_lewis784@aol.com,+18094178762,1992-07-22,Female,Russia,1277 1st Ave,San Diego,Russia,2015-05-30,True
CUS0021134,Andrew,,Rivera,andrewrivera372@mail.com,3672655282,1960-07-09,Male,Brazil,7499 River Rd,Los Angeles,Brazil,2018-07-22,True
CUS0021135,Dorothy,,Sanchez,dorothy_sanchez982@gmail.com,(687) 468-7408,1960-05-08,Female,Italy,2180 Main St,Helsinki,Italy,2022-11-06,True
CUS0021136,Nancy,,Torres,nancy.torres@outlook.com,578-666-4206,1999-02-03,Male,India,5524 Highland Ave,Barcelona,India,2022-11-12,True
CUS0021137,Alexander,,Lopez,alexander_lopez204@mail.com,(654) 924-8005,1947-06-19,Male,India,5887 1st Ave,San Francisco,India,2020-03-28,True
CUS0021138,Sofia,Samantha,Pereira,sofiapereira@gmail.com,3202669962,2004-12-03,Male,United States,8138 Lake Dr,Sydney,United States,2021-06-16,True
CUS0021139,Ashley,,Dubois,ashleydubois@yahoo.com,(592) 479-6645,2001-05-08,Female,Israel,4989 2nd St,Paris,Israel,2021-09-25,True
CUS0021140,Sandra,,Sanchez,sandrasanchez327@gmail.com,7039182913,1980-01-24,Male,United States,5138 Sunset Blvd,Barcelona,United States,2026-07-16,True
CUS0021141,Janet,James,Baker,jenniferflores86@mail.com,+15907117815,1970-09-28,Female,Saudi Arabia,1854 1st Ave,New York,Saudi Arabia,2017-07-22,True
