crew_id,first_name,last_name,role,airline_id,hire_date,status,license_number,base_airport_id
CRW001231,Jacob,Green,Captain,AL0020,2015-10-31,Inactive,LIC-927678,APT00020
CRW001232,Andrew,Kumar,Flight Attendant,AL0001,1998-10-13,Inactive,LIC-734730,APT00050
CRW001233,David,Harris,Flight Attendant,AL0001,1995-09-17,Inactive,LIC-745590,APT00218
CRW001234,Fatima,Kowalski,First Officer,AL0011,2015-07-24,Active,LIC-241962,APT00006
CRW001235,Heather,Hill,Flight Attendant,AL0019,2007-07-01,Active,LIC-560646,APT00018
CRW001236,Karen,Ali,First Officer,AL0002,2008-02-15,Active,LIC-428790,APT00195
CRW001237,Frank,Martinez,Purser,AL0016,2003-03-31,Active,LIC-850262,APT00156
CRW001238,Carol,Wilson,Flight Attendant,AL0019,2017-07-24,Active,LIC-138813,APT00246
CRW001239,Edward,Torres,First Officer,AL0010,2018-05-24,On Leave,LIC-116350,APT00055
CRW001240,Wei,Robinson,Flight Attendant,AL0018,1996-08-21,Active,LIC-600946,APT00165
CRW001241,Wei,Flores,Purser,AL0016,1997-10-19,Active,LIC-973397,APT00034
CRW001242,Daniel,Gonzalez,Purser,AL0005,2012-06-09,On Leave,LIC-995443,APT00148
CRW001243,Andrew,Nguyen,Flight Attendant,AL0018,2013-12-12,On Leave,LIC-634189,APT00027
CRW001244,Jerry,Singh,First Officer,AL0014,1999-07-21,On Leave,LIC-486896,APT00228
CRW001245,Liam,Ivanov,Purser,AL0001,1999-12-20,Active,LIC-345630,APT00104
CRW001246,Elizabeth,Martin,Flight Attendant,AL0012,2016-06-09,Active,LIC-991006,APT00064
CRW001247,Priya,Ramirez,Purser,AL0014,2009-04-14,Inactive,LIC-264910,APT00247
CRW001248,Ryan,Nelson,Captain,AL0017,1998-10-08,On Leave,LIC-213602,APT00017
CRW001249,Stephen,Adams,First Officer,AL0016,2014-02-24,Inactive,LIC-557506,APT00200
CRW001250,Elizabeth,Silva,Flight Attendant,AL0010,1997-04-24,Active,LIC-453208,APT00128
CRW001251,Samantha,Young,Flight Attendant,AL0006,2002-03-31,Active,LIC-546225,APT00172
CRW001252,Samantha,Wang,Flight Attendant,AL0004,2017-05-28,On Leave,LIC-911767,APT00066
CRW001253,Emma,Suzuki,First Officer,AL0002,2001-12-26,Active,LIC-342829,APT00221
CRW001254,Jack,White,Flight Attendant,AL0013,1996-12-30,Active,LIC-889025,APT00113
CRW001255,Diego,Andersson,Purser,AL0020,2025-02-27,Active,LIC-290584,APT00105
CRW001256,Wei,Clark,Flight Attendant,AL0002,2002-01-20,Active,LIC-391232,APT00115
CRW001257,Rachel,Clark,Flight Attendant,AL0015,2011-03-06,Active,LIC-104007,APT00075
CRW001258,Dmitri,Chen,First Officer,AL0012,2020-11-28,On Leave,LIC-710748,APT00080
CRW001259,Benjamin,Roberts,Flight Attendant,AL0004,2026-02-06,On Leave,LIC-872613,APT00036
CRW001260,Benjamin,Baker,Flight Attendant,AL0005,2020-06-09,Active,LIC-897543,APT00122
CRW001261,Shirley,Jackson,Flight Attendant,AL0006,2005-09-02,Active,LIC-250713,APT00119
CRW001262,Patrick,Davis,Flight Attendant,AL0014,2021-11-01,Active,LIC-790188,APT00096
CRW001263,William,Yamamoto,First Officer,AL0006,1995-05-27,Inactive,LIC-227202,APT00247
CRW001264,Jacob,Tanaka,Flight Attendant,AL0017,2005-03-30,Active,LIC-665627,APT00029
CRW001265,Stephanie,Suzuki,First Officer,AL0008,2001-04-07,Active,LIC-732157,APT00228
CRW001266,Ivan,Adams,First Officer,AL0003,2011-08-04,On Leave,LIC-237317,APT00217
CRW001267,William,Suzuki,Captain,AL0002,2023-01-05,Inactive,LIC-199461,APT00006
CRW001268,Nicole,Nguyen,First Officer,AL0009,2019-04-19,Active,LIC-165702,APT00176
CRW001269,Daniel,Miller,Flight Attendant,AL0009,2026-05-13,Inactive,LIC-737524,APT00053
CRW001270,Ahmed,Thomas,First Officer,AL0015,1999-04-21,On Leave,LIC-653159,APT00011
CRW001271,Chen,Perez,Purser,AL0010,2018-08-19,Active,LIC-207413,APT00216
CRW001272,Mark,Walker,Purser,AL0004,2017-10-04,On Leave,LIC-550247,APT00029
CRW001273,Hiro,Santos,Flight Attendant,AL0005,2009-05-05,Active,LIC-816224,APT00075
CRW001274,Cynthia,Clark,Flight Attendant,AL0012,1998-01-23,On Leave,LIC-314232,APT00025
CRW001275,Elena,Roberts,Flight Attendant,AL0007,1998-04-14,Active,LIC-645072,APT00036
CRW001276,Debra,Perez,Flight Attendant,AL0014,2023-09-10,Active,LIC-363492,APT00016
CRW001277,Robert,Patel,Purser,AL0019,2004-04-10,On Leave,LIC-334911,APT00211
CRW001278,Matthew,Rivera,Flight Attendant,AL0008,2015-01-09,Inactive,LIC-452878,APT00015
CRW001279,Timothy,Gonzalez,Flight Attendant,AL0012,2024-09-15,Active,LIC-416992,APT00190
CRW001280,Margaret,Torres,Flight Attendant,AL0017,2010-07-01,Active,LIC-545968,APT00040
CRW001281,Jessica,Rodriguez,Captain,AL0005,2001-08-05,On Leave,LIC-284866,APT00229
CRW001282,Dmitri,Watanabe,First Officer,AL0011,2010-03-25,Inactive,LIC-451232,APT00212
CRW001283,Hiro,Khan,Flight Attendant,AL0007,2002-03-18,On Leave,LIC-660144,APT00158
CRW001284,Edward,Santos,Purser,AL0013,2000-09-12,On Leave,LIC-448562,APT00208
CRW001285,Margaret,Suzuki,First Officer,AL0015,2020-06-24,Active,LIC-690759,APT00075
CRW001286,Nancy,Moore,Purser,AL0003,2005-11-13,Active,LIC-204159,APT00196
CRW001287,Ivan,Khan,Captain,AL0004,2016-07-07,On Leave,LIC-223894,APT00056
CRW001288,Donna,Rodriguez,First Officer,AL0001,2017-11-04,On Leave,LIC-879030,APT00154
CRW001289,Mary,Oliveira,Flight Attendant,AL0001,2012-04-05,Active,LIC-515641,APT00230
CRW001290,Melissa,Dubois,Captain,AL0002,2011-12-30,Active,LIC-648238,APT00181
CRW001291,Jason,Singh,Flight Attendant,AL0015,2000-09-02,Active,LIC-765815,APT00068
CRW001292,Justin,Diaz,Purser,AL0019,2011-08-18,Active,LIC-231491,APT00185
CRW001293,Kenneth,Kowalski,Flight Attendant,AL0009,2018-08-11,Active,LIC-975035,APT00221
CRW001294,Liam,Tanaka,First Officer,AL0018,2001-02-18,Active,LIC-481486,APT00223
CRW001295,Nicole,Rodriguez,Flight Attendant,AL0015,2002-04-16,Active,LIC-900739,APT00185
CRW001296,Sven,Johnson,Flight Attendant,AL0017,2016-09-08,On Leave,LIC-475043,APT00184
CRW001297,Brian,Oliveira,Flight Attendant,AL0015,2025-11-05,Active,LIC-465014,APT00197
CRW001298,Brandon,Lee,Captain,AL0004,2007-04-26,On Leave,LIC-640558,APT00185
CRW001299,Carol,Wright,Flight Attendant,AL0011,2021-01-09,Active,LIC-271807,APT00034
CRW001300,Katherine,Brown,First Officer,AL0011,2000-09-28,Inactive,LIC-647982,APT00202
CRW001301,Rachel,Roberts,Purser,AL0013,2012-11-24,Active,LIC-984979,APT00045
CRW001302,Joshua,Andersson,Captain,AL0016,2024-08-25,Active,LIC-680699,APT00140
CRW001303,Sofia,Kowalski,Flight Attendant,AL0003,2008-11-14,Active,LIC-163058,APT00085
CRW001304,Chen,Campbell,Flight Attendant,AL0014,2010-12-03,On Leave,LIC-728112,APT00054
CRW001305,Mohammed,Chen,Flight Attendant,AL0017,1999-11-15,Active,LIC-130061,APT00071
CRW001306,Anthony,Adams,Flight Attendant,AL0003,2011-08-04,On Leave,LIC-193018,APT00022
CRW001307,Gregory,Scott,Captain,AL0009,2013-05-26,Inactive,LIC-356122,APT00110
CRW001308,Richard,Hall,Purser,AL0018,2025-10-31,On Leave,LIC-374429,APT00105
CRW001309,Richard,Choi,Purser,AL0001,2001-04-25,Active,LIC-103194,APT00101
CRW001310,Elena,Lee,Captain,AL0004,2006-07-06,Active,LIC-115613,APT00023
CRW001311,Charles,Nguyen,Flight Attendant,AL0017,2015-05-03,Active,LIC-810309,APT00152
CRW001312,Yuki,Carter,Flight Attendant,AL0004,2024-08-17,Active,LIC-509176,APT00043
CRW001313,Stephanie,Rivera,Flight Attendant,AL0015,2002-06-22,Active,LIC-279836,APT00214
CRW001314,Andrew,Williams,Flight Attendant,AL0019,2016-10-31,On Leave,LIC-486486,APT00006
CRW001315,William,Thompson,Flight Attendant,AL0010,2022-08-17,Inactive,LIC-723642,APT00014
CRW001316,Samantha,Patel,Flight Attendant,AL0010,2014-11-21,Active,LIC-760893,APT00076
CRW001317,Gregory,Kumar,Captain,AL0009,2008-05-29,Active,LIC-359327,APT00102
CRW001318,Jeffrey,Ivanov,Flight Attendant,AL0008,2002-05-13,Active,LIC-250405,APT00243
CRW001319,Maria,Diaz,Flight Attendant,AL0008,2004-01-19,Active,LIC-963408,APT00132
CRW001320,Joshua,Wang,Flight Attendant,AL0012,1996-08-16,Active,LIC-668344,APT00095
CRW001321,Eric,Campbell,Flight Attendant,AL0018,1999-10-11,On Leave,LIC-984658,APT00210
CRW001322,Paul,Clark,Flight Attendant,AL0020,2008-10-02,Active,LIC-376024,APT00061
CRW001323,Helen,Robinson,Flight Attendant,AL0018,1999-06-01,Active,LIC-200139,APT00225
CRW001324,Thomas,Johansson,Purser,AL0003,1995-04-27,Active,LIC-443724,APT00101
CRW001325,Laura,Nguyen,Purser,AL0007,2016-10-05,Active,LIC-395063,APT00079
CRW001326,Shirley,Ali,Flight Attendant,AL0016,1997-03-25,Active,LIC-747357,APT00076
CRW001327,Eric,Martinez,Flight Attendant,AL0011,1999-06-08,Active,LIC-744512,APT00003
CRW001328,Rebecca,Hernandez,First Officer,AL0007,2013-09-14,On Leave,LIC-164393,APT00169
CRW001329,Nicole,Moore,First Officer,AL0007,2023-12-17,On Leave,LIC-628968,APT00145
CRW001330,Kathleen,Thomas,Flight Attendant,AL0003,2017-10-05,Inactive,LIC-408504,APT00159
CRW001331,Dorothy,Carter,Flight Attendant,AL0007,1996-01-09,Active,LIC-653397,APT00163
CRW001332,Margaret,Kim,Purser,AL0009,2000-04-11,Active,LIC-452190,APT00007
CRW001333,Nicole,Hall,Flight Attendant,AL0009,2018-04-05,Inactive,LIC-583679,APT00220
CRW001334,Sofia,White,Captain,AL0011,2018-01-05,Active,LIC-744173,APT00128
CRW001335,Alexander,Campbell,First Officer,AL0006,2007-04-15,On Leave,LIC-364049,APT00173
CRW001336,Scott,Martinez,Flight Attendant,AL0005,2024-11-02,Inactive,LIC-279301,APT00010
CRW001337,Liam,Nguyen,Flight Attendant,AL0018,2022-11-30,Active,LIC-735393,APT00191
CRW001338,Mohammed,Gonzalez,Flight Attendant,AL0009,2018-05-07,Active,LIC-952670,APT00170
CRW001339,Jacob,Miller,First Officer,AL0006,2018-07-04,On Leave,LIC-499604,APT00093
CRW001340,Susan,Wilson,First Officer,AL0013,2019-08-27,Inactive,LIC-997984,APT00234
CRW001341,Scott,Rodriguez,Flight Attendant,AL0011,1999-08-31,Active,LIC-266402,APT00163
CRW001342,Justin,Hill,Flight Attendant,AL0012,2017-01-05,Active,LIC-837018,APT00227
CRW001343,Dorothy,Baker,Flight Attendant,AL0005,2024-07-12,Active,LIC-989383,APT00206
CRW001344,Wei,Carter,First Officer,AL0015,2002-01-22,Active,LIC-369740,APT00052
CRW001345,Hiro,Scott,Flight Attendant,AL0004,1995-06-18,On Leave,LIC-233070,APT00250
CRW001346,Donna,Anderson,Purser,AL0017,2006-05-04,Active,LIC-697479,APT00186
CRW001347,Laura,Johnson,Flight Attendant,AL0009,2003-06-21,Active,LIC-882453,APT00048
CRW001348,Lisa,Khan,Flight Attendant,AL0009,2024-10-27,Active,LIC-174833,APT00199
CRW001349,Nancy,Fernandez,Purser,AL0008,2009-01-03,Active,LIC-676649,APT00108
CRW001350,Ashley,Thompson,First Officer,AL0009,2015-10-10,On Leave,LIC-884150,APT00217
CRW001351,Carol,Taylor,Flight Attendant,AL0014,2025-11-06,Inactive,LIC-128812,APT00044
CRW001352,Steven,Harris,Purser,AL0010,2019-10-16,Active,LIC-564393,APT00065
CRW001353,Charles,Moore,Purser,AL0003,2018-07-14,Active,LIC-169286,APT00087
CRW001354,Rebecca,Moore,Flight Attendant,AL0012,2025-06-07,Inactive,LIC-258795,APT00113
CRW001355,Justin,Flores,Flight Attendant,AL0006,2016-08-22,Inactive,LIC-537713,APT00158
CRW001356,Donna,Dubois,Captain,AL0003,2002-04-09,On Leave,LIC-394674,APT00056
CRW001357,Nicholas,Khan,Flight Attendant,AL0017,2017-10-31,On Leave,LIC-176622,APT00177
CRW001358,Steven,Oliveira,Purser,AL0007,2005-02-08,Inactive,LIC-820667,APT00007
CRW001359,Frank,Lewis,Captain,AL0012,2005-05-25,Active,LIC-282666,APT00083
CRW001360,Nicole,Flores,First Officer,AL0004,2015-04-05,Inactive,LIC-883203,APT00165
CRW001361,Ana,Walker,Purser,AL0007,2004-11-29,Inactive,LIC-259068,APT00067
CRW001362,Michael,Brown,Flight Attendant,AL0008,1995-10-07,Active,LIC-567741,APT00108
CRW001363,Chen,Young,Flight Attendant,AL0003,2026-05-27,Active,LIC-754330,APT00152
CRW001364,Kenneth,Lee,Captain,AL0020,2012-12-11,Active,LIC-532279,APT00063
CRW001365,Linda,Hill,Purser,AL0007,2016-01-19,On Leave,LIC-475387,APT00242
CRW001366,Samuel,Gonzalez,First Officer,AL0012,2020-05-28,Inactive,LIC-775660,APT00212
CRW001367,Christopher,Muller,First Officer,AL0012,2014-12-08,Active,LIC-110600,APT00243
CRW001368,Nancy,Kowalski,Flight Attendant,AL0009,2014-03-06,Active,LIC-843569,APT00124
CRW001369,Dmitri,Oliveira,Flight Attendant,AL0012,2019-11-17,On Leave,LIC-720906,APT00086
CRW001370,Anthony,Miller,Captain,AL0012,2004-04-12,Active,LIC-788361,APT00249
CRW001371,Shirley,Martinez,Flight Attendant,AL0002,2021-01-10,On Leave,LIC-478870,APT00183
CRW001372,Matthew,Pereira,Purser,AL0014,2017-10-01,Active,LIC-445984,APT00199
CRW001373,Joseph,Kowalski,Purser,AL0003,2000-09-20,Active,LIC-614726,APT00046
CRW001374,James,Mitchell,Flight Attendant,AL0009,1999-08-03,Active,LIC-677732,APT00218
CRW001375,Mary,Sanchez,First Officer,AL0008,2022-08-21,On Leave,LIC-932674,APT00133
CRW001376,Jeffrey,Adams,Flight Attendant,AL0009,2023-02-10,Inactive,LIC-871623,APT00194
CRW001377,Edward,Nelson,Purser,AL0002,2026-03-20,Active,LIC-148502,APT00207
CRW001378,Robert,Kowalski,Captain,AL0015,1998-03-03,Active,LIC-236584,APT00027
CRW001379,Michelle,Nelson,Flight Attendant,AL0009,2023-02-20,Active,LIC-951954,APT00025
CRW001380,Steven,Williams,Flight Attendant,AL0002,2022-02-16,On Leave,LIC-449322,APT00017
CRW001381,Jonathan,Kumar,Flight Attendant,AL0001,2019-02-12,On Leave,LIC-622254,APT00161
CRW001382,Freya,Dubois,Flight Attendant,AL0011,2010-08-22,Inactive,LIC-150956,APT00229
CRW001383,Samuel,White,Captain,AL0014,2010-12-23,Active,LIC-194168,APT00008
CRW001384,Liam,Martinez,Purser,AL0011,2008-06-19,Active,LIC-467989,APT00035
CRW001385,Lisa,Lopez,Purser,AL0015,1995-12-02,Active,LIC-745591,APT00122
CRW001386,Margaret,Kowalski,Flight Attendant,AL0016,2010-09-24,On Leave,LIC-795053,APT00098
CRW001387,Alexander,Scott,Purser,AL0018,2002-06-14,Active,LIC-905215,APT00026
CRW001388,Emily,Nelson,Flight Attendant,AL0020,2001-04-16,Active,LIC-277325,APT00153
CRW001389,Wei,Oliveira,First Officer,AL0018,1996-10-03,Inactive,LIC-281653,APT00227
CRW001390,Sharon,Jones,Flight Attendant,AL0016,2009-05-18,Active,LIC-587697,APT00053
CRW001391,Matthew,Taylor,First Officer,AL0009,1996-07-03,Inactive,LIC-592229,APT00001
CRW001392,Wei,Johansson,Flight Attendant,AL0011,2021-09-11,Active,LIC-132927,APT00057
CRW001393,Eric,Baker,Captain,AL0013,2022-12-12,Active,LIC-502457,APT00047
CRW001394,Dennis,Williams,Flight Attendant,AL0004,2020-02-29,Active,LIC-907884,APT00117
CRW001395,Jason,Khan,Captain,AL0014,2004-06-15,On Leave,LIC-247506,APT00027
CRW001396,Jessica,Lopez,Flight Attendant,AL0012,2000-02-14,Active,LIC-838003,APT00091
CRW001397,Samantha,Dubois,Flight Attendant,AL0011,2010-11-08,Active,LIC-502515,APT00030
CRW001398,Joseph,Silva,Flight Attendant,AL0017,2016-02-27,Active,LIC-571967,APT00170
CRW001399,Emma,Andersson,Flight Attendant,AL0014,1995-08-25,Inactive,LIC-677446,APT00118
CRW001400,Ronald,Nguyen,Flight Attendant,AL0019,2021-12-02,Active,LIC-735207,APT00019
CRW001401,Jack,Perez,Captain,AL0020,2008-10-11,Active,LIC-673743,APT00011
CRW001402,Hiro,Suzuki,Flight Attendant,AL0017,2020-10-02,Active,LIC-193524,APT00123
CRW001403,Timothy,Hall,Purser,AL0006,1997-06-13,On Leave,LIC-365802,APT00148
CRW001404,Fatima,Kim,Flight Attendant,AL0004,2008-05-16,On Leave,LIC-860687,APT00044
CRW001405,Susan,Hernandez,Flight Attendant,AL0006,2009-05-26,On Leave,LIC-136131,APT00081
CRW001406,Richard,Roberts,Flight Attendant,AL0015,1996-07-05,Active,LIC-743734,APT00152
CRW001407,Freya,Campbell,Purser,AL0018,2017-03-23,On Leave,LIC-568430,APT00118
CRW001408,Jonathan,White,First Officer,AL0018,2024-04-03,Inactive,LIC-207970,APT00030
CRW001409,Jason,Rossi,Captain,AL0014,2011-12-26,Inactive,LIC-210492,APT00098
CRW001410,Charles,Hernandez,Captain,AL0014,2007-06-09,Inactive,LIC-982619,APT00050
CRW001411,Paul,Ali,Flight Attendant,AL0020,2014-12-25,Active,LIC-127937,APT00232
CRW001412,Samuel,Oliveira,Flight Attendant,AL0014,2006-05-05,On Leave,LIC-120277,APT00201
CRW001413,Jerry,Rivera,Purser,AL0003,2006-04-21,Active,LIC-115041,APT00079
CRW001414,Ivan,Rodriguez,Purser,AL0011,2018-11-11,Active,LIC-665659,APT00059
CRW001415,Timothy,Hall,First Officer,AL0008,2013-07-25,Active,LIC-933754,APT00034
CRW001416,Jason,Nelson,Flight Attendant,AL0013,2003-04-18,On Leave,LIC-254579,APT00185
CRW001417,Karen,Hall,Purser,AL0013,2007-10-20,Inactive,LIC-816174,APT00230
CRW001418,Elizabeth,Perez,Flight Attendant,AL0006,2021-03-23,On Leave,LIC-747331,APT00069
CRW001419,Edward,Kim,Captain,AL0006,2011-08-12,Inactive,LIC-306798,APT00160
CRW001420,Helen,Perez,Flight Attendant,AL0002,1997-05-22,Inactive,LIC-163365,APT00059
CRW001421,Richard,Hall,Captain,AL0006,2021-12-04,Active,LIC-539119,APT00230
CRW001422,Deborah,Mitchell,Purser,AL0017,2018-04-09,Inactive,LIC-172990,APT00075
CRW001423,Scott,Patel,Purser,AL0014,2003-05-21,Inactive,LIC-202213,APT00025
CRW001424,Maria,Silva,Flight Attendant,AL0019,2025-05-05,Active,LIC-519662,APT00221
CRW001425,Sofia,Suzuki,Flight Attendant,AL0019,2024-11-26,On Leave,LIC-834092,APT00237
CRW001426,Kenneth,Dubois,First Officer,AL0018,2026-04-14,On Leave,LIC-994607,APT00100
CRW001427,Melissa,Silva,Purser,AL0004,2006-11-14,On Leave,LIC-665056,APT00227
CRW001428,Hiro,Tanaka,Flight Attendant,AL0007,2024-01-09,Inactive,LIC-348864,APT00061
CRW001429,Katherine,Martin,Purser,AL0002,2020-05-02,Active,LIC-395465,APT00068
CRW001430,Steven,White,Captain,AL0002,2022-05-10,Active,LIC-651274,APT00135
CRW001431,Samuel,Nelson,First Officer,AL0005,2012-03-09,Active,LIC-255891,APT00151
CRW001432,Charles,Nguyen,Flight Attendant,AL0006,2003-10-06,Active,LIC-566738,APT00097
CRW001433,Rebecca,Khan,First Officer,AL0001,2002-02-15,Inactive,LIC-792022,APT00200
CRW001434,Andrew,Smith,Flight Attendant,AL0017,2025-05-15,On Leave,LIC-857906,APT00198
CRW001435,Freya,Lopez,Captain,AL0011,2010-10-14,Active,LIC-153219,APT00031
CRW001436,Robert,Muller,Flight Attendant,AL0014,2024-02-25,On Leave,LIC-359730,APT00248
CRW001437,Chen,Andersson,First Officer,AL0014,2012-06-05,Active,LIC-329325,APT00040
CRW001438,Dorothy,Harris,Flight Attendant,AL0020,2011-10-15,Active,LIC-599449,APT00132
CRW001439,Robert,Harris,Flight Attendant,AL0003,1997-04-20,On Leave,LIC-266782,APT00106
CRW001440,Emma,Hall,Purser,AL0007,2007-08-19,Active,LIC-955560,APT00113
CRW001441,Samantha,Hill,Captain,AL0007,2012-06-21,On Leave,LIC-925381,APT00033
CRW001442,Sarah,Wilson,Captain,AL0012,1998-06-07,Active,LIC-399326,APT00086
CRW001443,Robert,Green,Purser,AL0011,2000-02-03,Active,LIC-466386,APT00008
CRW001444,Susan,Andersson,Captain,AL0016,2013-07-22,Active,LIC-495464,APT00244
CRW001445,Deborah,Ivanov,Flight Attendant,AL0012,2002-10-18,On Leave,LIC-138368,APT00036
CRW001446,Jessica,Andersson,Flight Attendant,AL0005,2017-01-03,Inactive,LIC-899931,APT00121
CRW001447,Frank,Patel,Flight Attendant,AL0012,2009-06-19,Active,LIC-801432,APT00055
CRW001448,Elizabeth,Suzuki,Flight Attendant,AL0020,2007-09-10,Inactive,LIC-399248,APT00045
CRW001449,Jack,Martin,Flight Attendant,AL0012,1998-09-08,Inactive,LIC-592694,APT00098
CRW001450,Hiro,Brown,First Officer,AL0012,2007-10-04,Active,LIC-442606,APT00243
CRW001451,Gregory,Martinez,Purser,AL0004,2012-01-13,Active,LIC-305369,APT00120
CRW001452,Diego,Diaz,First Officer,AL0001,2013-01-04,Active,LIC-373706,APT00241
CRW001453,Sofia,Patel,Flight Attendant,AL0005,2003-06-28,On Leave,LIC-196380,APT00207
CRW001454,Jennifer,Martin,Purser,AL0001,1995-11-15,On Leave,LIC-828577,APT00109
CRW001455,Michelle,Novak,Purser,AL0010,2024-05-14,On Leave,LIC-689304,APT00226
CRW001456,Carolyn,Harris,Flight Attendant,AL0018,2025-02-03,On Leave,LIC-937347,APT00088
CRW001457,Kenneth,Mitchell,Purser,AL0009,2023-05-28,Active,LIC-105910,APT00126
CRW001458,Raymond,Martin,Purser,AL0013,2004-02-09,Active,LIC-667988,APT00171
CRW001459,Patrick,Davis,First Officer,AL0018,2013-12-06,Inactive,LIC-604354,APT00148
CRW001460,Freya,Perez,Captain,AL0016,1999-06-05,Active,LIC-661266,APT00208
CRW001461,Donna,Jackson,Captain,AL0014,2023-06-14,Inactive,LIC-990736,APT00041
CRW001462,Michelle,Hall,Purser,AL0016,1995-03-04,Active,LIC-451002,APT00125
CRW001463,John,Johnson,Flight Attendant,AL0006,2009-10-14,Inactive,LIC-226929,APT00167
CRW001464,Paul,Martin,First Officer,AL0009,2021-12-02,On Leave,LIC-111235,APT00083
CRW001465,Dorothy,Rivera,Flight Attendant,AL0008,2017-10-17,On Leave,LIC-542813,APT00217
CRW001466,Jason,Young,First Officer,AL0016,2022-02-13,On Leave,LIC-256543,APT00076
CRW001467,Ronald,Kim,First Officer,AL0009,2010-08-05,Inactive,LIC-226997,APT00076
CRW001468,Chen,Chen,Captain,AL0019,1997-12-29,Active,LIC-232694,APT00082
CRW001469,Patrick,Pereira,Flight Attendant,AL0004,1995-03-31,Active,LIC-349275,APT00170
CRW001470,Debra,Johansson,Flight Attendant,AL0004,1999-10-13,Inactive,LIC-204293,APT00030
CRW001471,James,Jackson,Purser,AL0015,1996-10-22,Active,LIC-537317,APT00036
CRW001472,Jeffrey,Kumar,Flight Attendant,AL0016,2009-01-26,On Leave,LIC-688641,APT00195
CRW001473,Debra,Kim,Purser,AL0014,1996-08-03,Active,LIC-360389,APT00052
CRW001474,Sandra,Mitchell,First Officer,AL0007,2000-10-31,Inactive,LIC-222713,APT00027
CRW001475,Ronald,Silva,Flight Attendant,AL0001,2008-03-05,Inactive,LIC-615182,APT00066
CRW001476,Debra,Lopez,Flight Attendant,AL0007,2018-02-12,Active,LIC-177070,APT00100
CRW001477,Catherine,Walker,Captain,AL0010,2016-03-07,Active,LIC-763830,APT00009
CRW001478,Chen,Andersson,Purser,AL0009,1996-10-28,Active,LIC-444322,APT00209
CRW001479,Stephanie,Watanabe,Purser,AL0019,2023-05-19,Active,LIC-468958,APT00030
CRW001480,Melissa,Williams,Flight Attendant,AL0018,2012-04-08,Inactive,LIC-324120,APT00102
CRW001481,Amanda,Nguyen,First Officer,AL0016,2005-12-17,Active,LIC-354546,APT00051
CRW001482,Benjamin,Perez,Flight Attendant,AL0001,2007-01-10,Inactive,LIC-231274,APT00074
CRW001483,Ronald,Wilson,Flight Attendant,AL0003,2021-08-27,On Leave,LIC-602205,APT00012
CRW001484,Timothy,Jones,Captain,AL0009,2009-08-10,Inactive,LIC-231514,APT00238
CRW001485,Christopher,Baker,Purser,AL0013,2002-09-21,On Leave,LIC-712489,APT00235
CRW001486,Laura,Wang,Flight Attendant,AL0014,2008-05-06,Inactive,LIC-330584,APT00032
CRW001487,Mark,Nelson,First Officer,AL0006,1997-02-24,Active,LIC-608892,APT00050
CRW001488,Gary,Robinson,Flight Attendant,AL0003,1999-10-24,Active,LIC-583164,APT00222
CRW001489,Ahmed,Rossi,Flight Attendant,AL0007,2004-11-18,Active,LIC-670076,APT00104
CRW001490,Janet,Chen,Flight Attendant,AL0016,2001-12-02,Active,LIC-782285,APT00016
CRW001491,Laura,Yamamoto,Captain,AL0020,2005-12-22,Active,LIC-604537,APT00034
CRW001492,Dmitri,Ramirez,Purser,AL0019,1997-01-13,Active,LIC-867498,APT00104
CRW001493,Dmitri,Martin,Purser,AL0012,2014-03-02,Inactive,LIC-333103,APT00140
CRW001494,Rebecca,Torres,Purser,AL0002,1998-08-15,Inactive,LIC-776275,APT00158
CRW001495,Carolyn,Green,Flight Attendant,AL0020,2001-10-25,On Leave,LIC-408670,APT00039
CRW001496,Michelle,Torres,Captain,AL0004,2025-09-21,Active,LIC-665391,APT00093
CRW001497,Fatima,Johansson,Flight Attendant,AL0006,1995-03-09,Active,LIC-542797,APT00066
CRW001498,Brian,Brown,Flight Attendant,AL0020,2003-10-16,On Leave,LIC-916861,APT00134
CRW001499,Donald,Nelson,Flight Attendant,AL0011,2010-09-18,Active,LIC-344088,APT00081
CRW001500,Thomas,Wright,Flight Attendant,AL0004,2004-08-24,Inactive,LIC-567762,APT00052
CRW001501,Wei,Taylor,Flight Attendant,AL0011,2005-01-26,Inactive,LIC-248033,APT00204
CRW001502,Kimberly,Patel,Purser,AL0002,1998-12-29,Inactive,LIC-670020,APT00143
CRW001503,Maria,Costa,Flight Attendant,AL0007,2008-04-20,Active,LIC-133207,APT00119
CRW001504,David,Baker,Flight Attendant,AL0020,2018-09-22,Inactive,LIC-470458,APT00034
CRW001505,Jacob,Miller,Captain,AL0006,2013-06-21,On Leave,LIC-108908,APT00018
CRW001506,Stephanie,Miller,Captain,AL0018,2024-01-13,Active,LIC-394645,APT00200
CRW001507,Edward,King,Flight Attendant,AL0011,2016-12-25,Active,LIC-535642,APT00243
CRW001508,Christopher,Wang,First Officer,AL0014,2019-10-24,Active,LIC-398540,APT00146
CRW001509,William,Sanchez,Purser,AL0015,2008-07-24,Active,LIC-447324,APT00010
CRW001510,Michelle,Harris,Flight Attendant,AL0012,2014-03-31,Inactive,LIC-233485,APT00121
CRW001511,Jeffrey,Novak,Flight Attendant,AL0001,2013-03-01,Active,LIC-743160,APT00071
CRW001512,Catherine,Johnson,Flight Attendant,AL0019,2020-07-19,Active,LIC-816937,APT00014
